#frame,fps
694,653.9543
695,654.0552
696,649.6077
697,649.1097
698,655.0271
699,650.5381
700,652.2774
701,657.0385
702,656.1882
703,650.6868
704,645.1139
705,642.9328
706,646.2097
707,646.7692
708,638.1979
709,629.5997
710,627.5928
711,630.1194
712,630.2346
713,624.9103
714,629.0825
715,628.739
716,628.1815
717,626.0577
718,629.4228
719,633.051
720,635.3174
721,635.2656
722,613.5458
723,605.9089
724,604.4261
725,607.369
726,608.2647
727,607.9844
728,607.0609
729,611.7806
730,606.4592
731,604.0967
732,605.075
733,588.2322
734,585.2238
735,580.0251
736,575.6896
737,573.9434
738,577.5809
739,583.0112
740,583.2503
741,581.9886
742,583.2699
743,579.1713
744,572.4805
745,578.8089
746,587.1103
747,595.1171
748,601.36
749,610.7363
750,618.7234
751,621.9301
752,616.1285
753,605.3179
754,606.387
755,616.025
756,624.0446
757,632.7693
758,633.8464
759,639.9581
760,642.8545
761,638.2819
762,635.8794
763,637.1851
764,636.1556
765,641.8492
766,645.5701
767,651.9514
768,645.5899
769,641.2953
770,646.0535
771,649.6529
772,653.8917
773,653.8834
774,655.4445
775,652.8634
776,657.8331
777,663.1527
778,660.4132
779,663.4322
780,666.3105
781,668.7704
782,671.8338
783,671.769
784,672.931
785,663.6569
786,656.0722
787,656.7712
788,659.7785
789,664.2513
790,670.6599
791,666.7325
792,670.5214
793,670.7812
794,673.3965
795,674.7919
796,674.4932
797,669.5479
798,652.7114
799,652.6804
800,649.9249
801,641.3154
802,632.765
803,625.4343
804,621.5078
805,615.2025
806,617.9618
807,610.2582
808,607.1182
809,613.082
810,620.4503
811,613.9302
812,612.0421
813,613.1031
814,618.8148
815,626.2631
816,630.0618
817,638.8873
818,641.466
819,648.4343
820,653.4374
821,653.8291
822,655.1464
823,657.8606
824,662.9273
825,668.1121
826,666.4626
827,665.2814
828,662.9405
829,649.2546
830,647.6788
831,631.0193
832,634.3673
833,635.8021
834,632.6332
835,633.6231
836,636.8969
837,635.8607
838,637.9364
839,635.1873
840,613.5779
841,613.2086
842,618.5708
843,611.9663
844,610.6613
845,611.7621
846,614.1224
847,616.171
848,619.1976
849,618.397
850,618.3276
851,622.1927
852,620.6257
853,613.5611
854,611.0914
855,610.0482
856,607.0306
857,607.6342
858,600.9058
859,599.3986
860,592.0926
861,592.1987
862,591.2156
863,586.6867
864,585.2921
865,591.2704
866,596.2047
867,594.3117
868,597.1052
869,589.5975
870,591.6512
871,594.1924
872,592.5221
873,592.8207
874,597.5016
875,599.225
876,594.6682
877,587.8829
878,569.6392
879,572.319
880,584.1259
881,593.1783
882,593.7748
883,597.0911
884,604.658
885,613.2618
886,618.4895
887,623.4927
888,625.0112
889,611.3948
890,609.502
891,608.3519
892,610.6994
893,610.4409
894,610.4319
895,606.6615
896,601.9893
897,599.2605
898,597.9928
899,582.7659
900,581.7507
901,584.9546
902,593.697
903,598.5677
904,599.8514
905,607.9318
906,611.7819
907,613.5826
908,613.2504
909,606.2518
910,605.7479
911,613.4116
912,609.7472
913,605.2127
914,606.2883
915,604.09
916,603.0475
917,607.6776
918,606.8371
919,606.5128
920,595.8294
921,592.3365
922,592.015
923,597.3459
924,597.8914
925,596.1713
926,599.1277
927,602.7931
928,606.0645
929,604.9166
930,594.114
931,592.1782
932,585.7981
933,588.895
934,592.0573
935,597.2562
936,600.7987
937,602.1572
938,603.5126
939,592.4698
940,585.0161
941,568.266
942,557.2007
943,551.6581
944,549.0478
945,553.9455
946,547.5137
947,548.109
948,547.3876
949,553.2126
950,554.8647
951,558.5323
952,563.1309
953,567.8052
954,566.739
955,563.7605
956,558.877
957,551.3037
958,549.6577
959,553.3077
960,560.368
961,571.5209
962,580.334
963,587.0471
964,588.3506
965,594.7388
966,592.5613
967,587.4784
968,589.5562
969,594.4059
970,595.3632
971,602.427
972,606.5175
973,606.733
974,612.4545
975,610.9904
976,612.0182
977,605.3876
978,590.9918
979,590.4011
980,573.0437
981,564.2638
982,563.7618
983,560.6139
984,561.2009
985,558.1312
986,558.9796
987,563.4797
988,569.9928
989,576.4894
990,575.6776
991,583.7592
992,587.1537
993,591.496
994,595.7681
995,595.3958
996,592.7579
997,588.8878
998,593.3539
999,587.4332

